,name,id,office,position,cars_info,cars_family_info,all_cars_sum_uah_mln,monthly_salary,all_salary,car_years,all_estate,group,group_car,group_flat,group_years
1035,Галичанський Анатолій Дмитрович,vulyk_33_139,Загальний апеляційний суд,суддя апеляційного суду чернівецької області,ВАЗ 2106;Kia Soul;;,Kia Soul;;;,0.27,21152.0,23522.0,1.0,324.0,суди,low,low,superlow
1044,Гальонкін Сергій Анатолійович,vulyk_26_11,Загальний апеляційний суд,заступник голови апеляційного суду полтавської області,Honda Civic;;,Toyota Rav 4;Honda CR-V;;,0.3,22380.0,22380.0,1.1,1049.0,суди,low,high,superlow
1050,Галіян Ігор Михайлович,vulyk_30_178,Загальний місцевий суд,заступник голови монастирського районного суду тернопільської області,Nissan X-Trail;;,;;,0.14,16138.0,16138.0,0.7,355.0,суди,low,low,superlow
1051,Галіян Людмила Євгенівна,vulyk_45_102,Загальний апеляційний суд,суддя апеляційного суду тернопільської області,Suzuki Grand Vitara;;,Chevrolet Lacetti;Suzuki Grand Vitara;;;,0.33,19720.0,41379.0,0.7,548.0,суди,low,medium,superlow
1059,Ганич Ігор Маркіянович,vulyk_18_35,Загальний місцевий суд,суддя залізничного районного суду м. львова,Mercedes-Benz E-200;;,;;,0.09,21519.0,23969.0,0.3,372.0,суди,superlow,low,superlow
1065,Гапон Ольга Володимирівна,vulyk_16_45,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у зміївському районі гу міндоходів у харківській області,Toyota Land Cruiser Prado;;,Toyota Camry;;;;;;,0.56,5357.0,11145.0,4.2,81.0,митники,medium,superlow,medium
1102,Герасименко Юрій Олександрович,vulyk_22_170,Міністерство внутрішніх справ,начальник лінійного відділу на станції фастів управління мвс україни на південно-західній залізниці,Toyota Camry;,Mitsubishi Outlander;;,0.32,5725.0,9100.0,2.9,349.0,МВС,low,low,medium
1104,Герасимчук Генадій Валеріович,vulyk_59_28,Міністерство внутрішніх справ,командир срсм грифон умвс україни в житомирській області,;;,Toyota Corolla;;;,0.2,9544.0,9744.0,1.7,326.0,МВС,low,low,superlow
1105,Герасимчук Микола Костянтинович,vulyk_28_57,Загальний місцевий суд,голова рівненського міського суду рівненської області,Toyota;;;;;,Peugeot Partner;;;,0.78,22486.0,25746.0,2.5,169.0,суди,medium,superlow,medium
1108,Герасимчук Руслан Володимирович,vulyk_29_57,Міністерство внутрішніх справ,заступник начальника старокостянтинівського рв умвс україни в хмельницькій області – начальник кримінальної міліції,ВАЗ 2109;;;,;,0.03,3502.0,5368.0,0.5,392.0,МВС,superlow,low,superlow
1117,Гетьман Руслан Анатолійович,vulyk_57_24,Апеляційний господарський суд,суддя харківського апеляційного господарського суду,Toyota Highlander;;;,;;;,0.52,18219.0,18219.0,2.4,105.0,суди,medium,superlow,medium
1120,Гецко Іван Іванович,vulyk_20_152,Міністерство внутрішніх справ,начальник убоз умвс україни в закарпатській області,Skoda Octavia;Volkswagen Jetta;;,Skoda Octavia;Volkswagen Jetta;;,0.37,8660.0,8660.0,3.6,754.0,МВС,low,medium,medium
1122,Геєнко Михайло Георгійович,vulyk_37_47,Загальний місцевий суд,голова слов'янського міськрайонного суду донецької області,;;,ВАЗ 2107;Peugeot 308;;;;,0.25,20857.0,23481.0,0.9,301.0,суди,low,low,superlow
1127,Гирила Ірина Маркіянівна,vulyk_45_124,Господарський місцевий суд,суддя господарського суду тернопільської області,Nissan Micra;;,Nissan Micra;;;;,0.2,19396.0,23438.0,0.7,436.0,суди,low,low,superlow
1128,Гирич Сергій Васильович,vulyk_18_44,Загальний місцевий суд,голова личаківського районного суду м. львова,Land Rover Freelander;;,Mazda 2;;,0.55,19778.0,26262.0,1.7,0.0,суди,medium,superlow,superlow
