,name,id,office,position,cars_info,cars_family_info,all_cars_sum,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_estate,group,car_years,group_car,group_flat,group_years
1302,Горобинський Микола Олександрович,vulyk_10_106,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник львівської митниці дфс,Mercedes-Benz E 250;;,Mercedes-Benz E 200;Volkswagen Multivan;;;,50927.0,611124.0,0.61,17463.0,2000.0,19463.0,988.0,митники,2.6,low,medium,superlow
1326,Грабець Ігор Несторович,vulyk_22_128,Прокуратура,перший заступник прокурора київської області,Toyota Camry;,Lexus RX;;,76958.0,923496.0,0.92,18459.0,0.0,18459.0,193.0,суди,4.2,medium,superlow,low
1357,Григор'єва Лілія Іванівна,vulyk_56_179,Верховний суд,суддя,;;,Toyota Land Cruiser Prado;Infiniti FX;,42765.0,513180.0,0.51,27718.0,4176.0,31894.0,494.0,суди,1.3,low,superlow,superlow
1361,Григоренко Владислав Сергійович,vulyk_1_1295,Прокуратура,старший прокурор прокуратури Обухівського району Київської області,Volkswagen Touareg;;;;;,;;;;;,50629.0,607548.0,0.61,5731.0,0.0,5731.0,0.0,суди,8.8,low,superlow,high
1369,Григорчак Юрій Петрович,vulyk_33_174,Загальний місцевий суд,суддя глибоцького районного суду чернівецької області,Hyundai Tucson;;;,Hyundai IX35;Opel Vectra;;,77506.0,930072.0,0.93,15642.0,0.0,15642.0,361.0,суди,5.0,medium,superlow,medium
1373,Гридасов Юрій Володимирович,vulyk_31_167,Господарський місцевий суд,суддя господарського суду херсонської області,Volvo XC90;;;,;;,46313.0,555756.0,0.56,20593.0,0.0,20593.0,87.0,суди,2.2,low,superlow,superlow
1374,Гримич Майя Костянтинівна,vulyk_8_123,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,BMW X5;;,BMW X5;Audi Q7;,192983.0,2315796.0,2.32,20707.0,91667.0,112374.0,529.0,суди,1.7,high,low,superlow
1378,Гринцов Олександр Васильович,vulyk_37_183,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у м. дружківці гу міндоходів у донецькій області,;;,Mercedes-Benz ML 350;;;;;,48666.0,583992.0,0.58,6433.0,6278.0,12711.0,137.0,митники,3.8,low,superlow,low
1382,Гринь Олександр Миколайович,vulyk_42_149,Загальний місцевий суд,суддя луцького міськрайонного суду волинської області,Toyota Camry;;;,Toyota Camry;Mazda 3;,68245.0,818940.0,0.82,12250.0,37171.0,49421.0,0.0,суди,1.4,medium,superlow,superlow
1387,Гринів Юрій Олексійович,vulyk_18_185,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у франківському р-ні м. львова гу міндоходів у львівській області,Subaru Outback;Nissan X-Trail;,Rover 75;Fiat 500;,61846.0,742152.0,0.74,2062.0,595.0,2657.0,230.0,митники,23.3,medium,superlow,high
1392,Грицак Олег Васильович,vulyk_2_50,Прокуратура,заступник прокурора святошинського району м. києва,Land Rover Discovery;;,Mercedes-Benz CLK 240;;,49560.0,594720.0,0.59,9090.0,1980.0,11070.0,229.0,суди,4.5,low,superlow,low
1422,Грох Лариса Михайлівна,vulyk_42_118,Загальний апеляційний суд,суддя апеляційного суду хмельницької області,Volkswagen Passat;;;,;;,6373.0,76476.0,0.08,19581.0,0.0,19581.0,558.0,суди,0.3,superlow,low,superlow
1429,Грушицький Андрій Ігорович,vulyk_59_174,Загальний апеляційний суд,суддя апеляційного суду волинської області,;;,Toyota Rav 4;BMW 530 D;;,53889.0,646668.0,0.65,20268.0,5157.0,25425.0,226.0,суди,2.1,low,superlow,superlow
1430,Грушицький Андрій Андрійович,vulyk_43_176,Загальний апеляційний суд,суддя апеляційного суду херсонської області,Toyota;;,;;,57108.0,685296.0,0.69,21376.0,21449.0,42825.0,42.0,суди,1.3,low,superlow,superlow
1437,Губко Вадим Іванович,vulyk_19_187,Загальний місцевий суд,суддя бершадського районного суду вінницької області,;;,Nissan TIIDA;;,8646.0,103752.0,0.1,15102.0,7861.0,22963.0,512.0,суди,0.4,superlow,low,superlow
1487,Гусаров Сергій Миколайович,vulyk_25_2,Міністерство внутрішніх справ,ректор харківського національного університету внутрішніх справ,Toyota Corolla;;;,Honda CR-V;Toyota Camry;;,30645.0,367740.0,0.37,11277.0,2540.0,13817.0,926.0,МВС,2.2,superlow,medium,superlow
1496,Гуцал Лілія Вікторівна,vulyk_55_29,Загальний апеляційний суд,суддя апеляційного суду харківської області,Mercedes-Benz A-Class;,Hyundai Santa FE;;,55801.0,669612.0,0.67,20710.0,18652.0,39362.0,748.0,суди,1.4,low,medium,superlow
1497,Гуцал Михайло Ігорович,vulyk_56_120,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,Hyundai Santa FE;;,Mercedes-Benz А;;,22801.0,273612.0,0.27,18615.0,20710.0,39325.0,826.0,суди,0.6,superlow,medium,superlow
1502,Гушилик Світлана Миколаївна,vulyk_51_101,Господарський місцевий суд,суддя,Renault Sandero;;;,Ford Escort;ВАЗ 21150;SsangYong Rexton;Nissan Note;Nissan X-Trail,67086.0,805032.0,0.81,16636.0,4168.0,20804.0,50.0,суди,3.2,medium,superlow,low
1522,Данилова Мальвіна Володимирівна,vulyk_8_50,Вищий господарський суд,суддя вищого господарського суду україни,Mercedes-Benz E-250;Mercedes-Benz C200;,Mercedes-Benz S 550;Subaru Impreza;,45831.0,549972.0,0.55,22806.0,225.0,23031.0,947.0,суди,2.0,low,medium,superlow
1525,Данильченко Юрій Броніславович,vulyk_16_119,Прокуратура,прокурор харківської області,Audi A8;;,;;;;;;,51302.0,615624.0,0.62,13006.0,0.0,13006.0,224.0,суди,3.9,low,superlow,low
